fund,category,proposal,overall_score,votes_cast,yes,no,result,meets_approval_threshold,requested,status,reason_for_not_funded_status,challenge,unnamed:_6,unnamed:_4,unnamed:_2,fund_depletion,requested_$,unnamed:_1,unnamed:_3,reason_for_not_approved_status,requested_ada,abstain,unnamed:_5,fund_size:,approve
Fund9,"Dapps, Products & Integrations",NFT machine learning evaulation,3.43,137,1841447,22007466,-20166019,NO,,NOT FUNDED,Approval Threshold,,,,,3171,30000,,,,,,,,
Fund9,"Dapps, Products & Integrations",linkslist - decentralised bio site,3.26,128,1514340,21780911,-20266571,NO,,NOT FUNDED,Approval Threshold,,,,,3171,12000,,,,,,,,
Fund9,"Dapps, Products & Integrations",CNFT Marketplace for 3D materials,3.47,135,1719824,22148867,-20429043,NO,,NOT FUNDED,Approval Threshold,,,,,3171,40583,,,,,,,,
Fund9,"Dapps, Products & Integrations",NFT Valuation Public API,3.38,137,1809786,22286869,-20477083,NO,,NOT FUNDED,Approval Threshold,,,,,3171,30000,,,,,,,,
Fund9,"Dapps, Products & Integrations",MiFi: Where mining meets finance,3.48,131,1571610,22560857,-20989247,NO,,NOT FUNDED,Approval Threshold,,,,,3171,65000,,,,,,,,
Fund9,"Dapps, Products & Integrations",HEALTHFI - Healthcare Metaverse,4.3,206,19583657,40742677,-21159020,NO,,NOT FUNDED,Approval Threshold,,,,,3171,139500,,,,,,,,
Fund9,"Dapps, Products & Integrations",Universal Chemical Library,3.8,148,3647167,25015115,-21367948,NO,,NOT FUNDED,Approval Threshold,,,,,3171,137860,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardopoly Game Expansion,3.15,132,1484960,23128211,-21643251,NO,,NOT FUNDED,Approval Threshold,,,,,3171,45000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Microfinance ID Uplink to Banking,4.28,167,16204425,37986656,-21782231,NO,,NOT FUNDED,Approval Threshold,,,,,3171,85000,,,,,,,,
Fund9,"Dapps, Products & Integrations",IRONSKY NFT GAME | Build on Mobile,5,819,118955716,140747821,-21792105,NO,,NOT FUNDED,Approval Threshold,,,,,3171,88880,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano for Seniors SPO,3.67,155,2456854,24934310,-22477456,NO,,NOT FUNDED,Approval Threshold,,,,,3171,6200,,,,,,,,
Fund9,"Dapps, Products & Integrations",of Nectar: Social Trials,3.6,128,1450056,23997672,-22547616,NO,,NOT FUNDED,Approval Threshold,,,,,3171,50005,,,,,,,,
Fund9,"Dapps, Products & Integrations",Adacheems:Optimize the value of NFT,3.65,149,2015007,24562796,-22547789,NO,,NOT FUNDED,Approval Threshold,,,,,3171,50000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Delivery Tracking via NFTs,4.26,230,6398169,29183585,-22785416,NO,,NOT FUNDED,Approval Threshold,,,,,3171,35650,,,,,,,,
Fund9,"Dapps, Products & Integrations",ADA SOLAR PLATFORM,4.84,731,77039652,100035466,-22995814,NO,,NOT FUNDED,Approval Threshold,,,,,3171,78000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Agricultural CO2 capture Unit,3.47,137,1683806,24842806,-23159000,NO,,NOT FUNDED,Approval Threshold,,,,,3171,59760,,,,,,,,
Fund9,"Dapps, Products & Integrations",TREASURE CHAIN - An NFT Art Network,3.42,136,1762687,25174752,-23412065,NO,,NOT FUNDED,Approval Threshold,,,,,3171,50000,,,,,,,,
Fund9,"Dapps, Products & Integrations",PetLove Social Media & Marketplace,3.67,142,2527470,25969460,-23441990,NO,,NOT FUNDED,Approval Threshold,,,,,3171,90000,,,,,,,,
Fund9,"Dapps, Products & Integrations",FluidTokens Protocol Security Audit,3.44,159,3296456,26914399,-23617943,NO,,NOT FUNDED,Approval Threshold,,,,,3171,100000,,,,,,,,
Fund9,"Dapps, Products & Integrations",LearnerShape SkillsGraph v2,4.93,447,79872727,103550608,-23677881,NO,,NOT FUNDED,Approval Threshold,,,,,3171,49460,,,,,,,,
Fund9,"Dapps, Products & Integrations",Project Verify,4.59,196,10040032,33882586,-23842554,NO,,NOT FUNDED,Approval Threshold,,,,,3171,25000,,,,,,,,
Fund9,"Dapps, Products & Integrations",LAMO-DecentralizedEducationPlatform,4.15,175,14067860,38804136,-24736276,NO,,NOT FUNDED,Approval Threshold,,,,,3171,145700,,,,,,,,
Fund9,"Dapps, Products & Integrations",Multi-hop swaps for more liquidity,4.71,459,73862981,99163723,-25300742,NO,,NOT FUNDED,Approval Threshold,,,,,3171,29400,,,,,,,,
Fund9,"Dapps, Products & Integrations",DeFi Dashboard Trackr DEX Portfolio,4.87,486,70629347,96323139,-25693792,NO,,NOT FUNDED,Approval Threshold,,,,,3171,49500,,,,,,,,
Fund9,"Dapps, Products & Integrations",MULTIPLE THE VALUE OF $220B MARKET,4.67,272,24971928,50920597,-25948669,NO,,NOT FUNDED,Approval Threshold,,,,,3171,101899,,,,,,,,
Fund9,"Dapps, Products & Integrations",ADABET.iO |Sports Betting MobileApp,5,847,117375774,143454707,-26078933,NO,,NOT FUNDED,Approval Threshold,,,,,3171,81015,,,,,,,,
Fund9,"Dapps, Products & Integrations",Mobile Money Bridge & DEX,4.2,146,5340911,31502747,-26161836,NO,,NOT FUNDED,Approval Threshold,,,,,3171,30000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Onboarding Sri Lanka,3.44,184,1455668,27731906,-26276238,NO,,NOT FUNDED,Approval Threshold,,,,,3171,40500,,,,,,,,
Fund9,"Dapps, Products & Integrations",Coaching Transforms your Life App,3.17,187,1472510,28395478,-26922968,NO,,NOT FUNDED,Approval Threshold,,,,,3171,19000,,,,,,,,
Fund9,"Dapps, Products & Integrations",ADAGram- Decentralized Social Media,3.71,181,10222867,37305340,-27082473,NO,,NOT FUNDED,Approval Threshold,,,,,3171,200000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Blockchain Educational dApp,4.22,163,6029386,33126704,-27097318,NO,,NOT FUNDED,Approval Threshold,,,,,3171,48652,,,,,,,,
Fund9,"Dapps, Products & Integrations",Liquidity Efficient DEX models,4.61,465,76201196,103659016,-27457820,NO,,NOT FUNDED,Approval Threshold,,,,,3171,91000,,,,,,,,
Fund9,"Dapps, Products & Integrations","anetaBTC, decentralized wrapped BTC",4.33,675,69932491,97864549,-27932058,NO,,NOT FUNDED,Approval Threshold,,,,,3171,165000,,,,,,,,
Fund9,"Dapps, Products & Integrations",PRISM credentials for the web,4.8,469,72130305,100369189,-28238884,NO,,NOT FUNDED,Approval Threshold,,,,,3171,49600,,,,,,,,
Fund9,"Dapps, Products & Integrations",Sharing liquidity between DEXs,4.67,536,71779835,100067414,-28287579,NO,,NOT FUNDED,Approval Threshold,,,,,3171,52000,,,,,,,,
Fund9,"Dapps, Products & Integrations",TaChiKu: Deepfake NFTs,4.67,230,18837534,47545228,-28707694,NO,,NOT FUNDED,Approval Threshold,,,,,3171,95350,,,,,,,,
Fund9,"Dapps, Products & Integrations",Growing Cardano Global Presence,1.92,183,9687431,39074023,-29386592,NO,,NOT FUNDED,Approval Threshold,,,,,3171,25000,,,,,,,,
Fund9,"Dapps, Products & Integrations",ARTIFICIAL INTELLIGENCE ML/Dapps,4.59,356,81450375,111934708,-30484333,NO,,NOT FUNDED,Approval Threshold,,,,,3171,250000,,,,,,,,
Fund9,"Dapps, Products & Integrations",NFT Books - Book Token Platform,4.59,498,71823429,102489458,-30666029,NO,,NOT FUNDED,Approval Threshold,,,,,3171,70225,,,,,,,,
Fund9,"Dapps, Products & Integrations",Video tutorial for cardano-tools.io,2.76,150,2996518,33969426,-30972908,NO,,NOT FUNDED,Approval Threshold,,,,,3171,3000,,,,,,,,
Fund9,"Dapps, Products & Integrations",NFT Powered Pay-Wall System,4.19,151,3897970,35422593,-31524623,NO,,NOT FUNDED,Approval Threshold,,,,,3171,25000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardafolio.com your yield portfolio,3.04,135,2655782,34376545,-31720763,NO,,NOT FUNDED,Approval Threshold,,,,,3171,30000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Voteaire Decentralized IDs,4,228,57519007,89332600,-31813593,NO,,NOT FUNDED,Approval Threshold,,,,,3171,78880,,,,,,,,
Fund9,"Dapps, Products & Integrations",Ticketing system in Africa,2.67,153,4049234,36268222,-32218988,NO,,NOT FUNDED,Approval Threshold,,,,,3171,50000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Antique Tokenization for Fairness,3,159,22102711,54328532,-32225821,NO,,NOT FUNDED,Approval Threshold,,,,,3171,40000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Chatbot AI for Project Catalyst,4.67,286,72268214,105363331,-33095117,NO,,NOT FUNDED,Approval Threshold,,,,,3171,40124,,,,,,,,
Fund9,"Dapps, Products & Integrations",DOON: Decentralized News Platform,4.88,679,85863711,119076675,-33212964,NO,,NOT FUNDED,Approval Threshold,,,,,3171,138600,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano Sharks,2.81,137,1378151,34792975,-33414824,NO,,NOT FUNDED,Approval Threshold,,,,,3171,40000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Student Control System,2.93,129,1483630,35292106,-33808476,NO,,NOT FUNDED,Approval Threshold,,,,,3171,25000,,,,,,,,
Fund9,"Dapps, Products & Integrations",ZeroPool Screener,1.87,175,10282710,44227137,-33944427,NO,,NOT FUNDED,Approval Threshold,,,,,3171,340,,,,,,,,
Fund9,"Dapps, Products & Integrations",Hard Fork Cafe,3.12,153,2695043,37407175,-34712132,NO,,NOT FUNDED,Approval Threshold,,,,,3171,22200,,,,,,,,
Fund9,"Dapps, Products & Integrations",sustainable usage of energy,3.13,135,1994522,36744570,-34750048,NO,,NOT FUNDED,Approval Threshold,,,,,3171,58700,,,,,,,,
Fund9,"Dapps, Products & Integrations",ADIUVAT: Find your place,2.67,147,1048330,36099474,-35051144,NO,,NOT FUNDED,Approval Threshold,,,,,3171,8936,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano For Musicians,2.56,153,2327551,37482201,-35154650,NO,,NOT FUNDED,Approval Threshold,,,,,3171,20000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Delaware DAO,3.13,131,1449516,36622473,-35172957,NO,,NOT FUNDED,Approval Threshold,,,,,3171,58000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Plutus Lottery ADA Game,2.9,143,3050889,38372018,-35321129,NO,,NOT FUNDED,Approval Threshold,,,,,3171,45000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Tokenizing Income Share - Use Cases,4.94,578,86987615,122326256,-35338641,NO,,NOT FUNDED,Approval Threshold,,,,,3171,102214,,,,,,,,
Fund9,"Dapps, Products & Integrations",Support CNFT Jungle,2.71,164,2233385,37895281,-35661896,NO,,NOT FUNDED,Approval Threshold,,,,,3171,30000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Digirack: Next Gen CNFT Marketplace,3.06,129,879708,36717870,-35838162,NO,,NOT FUNDED,Approval Threshold,,,,,3171,39500,,,,,,,,
Fund9,"Dapps, Products & Integrations",FIRST-EVER MULTI-CREATURE METAVERSE,5,677,101737313,137577843,-35840530,NO,,NOT FUNDED,Approval Threshold,,,,,3171,91400,,,,,,,,
Fund9,"Dapps, Products & Integrations",Secure Offline Portfolio for crypto,2.19,152,1220629,37859565,-36638936,NO,,NOT FUNDED,Approval Threshold,,,,,3171,23000,,,,,,,,
Fund9,"Dapps, Products & Integrations",NOW! NFT GAME NO MORE BORED!!!,4.59,224,7406819,44049204,-36642385,NO,,NOT FUNDED,Approval Threshold,,,,,3171,57073,,,,,,,,
Fund9,"Dapps, Products & Integrations",MASCOT GALLERY,2.39,151,813981,37905453,-37091472,NO,,NOT FUNDED,Approval Threshold,,,,,3171,15000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Farmer carbon credit validation,4.55,264,11135101,48387880,-37252779,NO,,NOT FUNDED,Approval Threshold,,,,,3171,88500,,,,,,,,
Fund9,"Dapps, Products & Integrations",Antiques: The Ideal Blockchain Mkt,2.4,155,799415,38409008,-37609593,NO,,NOT FUNDED,Approval Threshold,,,,,3171,9500,,,,,,,,
Fund9,"Dapps, Products & Integrations",NOMICA Incentive Platform,3.12,135,1496007,39617441,-38121434,NO,,NOT FUNDED,Approval Threshold,,,,,3171,50000,,,,,,,,
Fund9,"Dapps, Products & Integrations",PillarWheel's NFT ARPG Sim Game,2.81,136,872286,39061790,-38189504,NO,,NOT FUNDED,Approval Threshold,,,,,3171,28000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Help The Poor Come Aboard!,2.22,158,1115482,39330337,-38214855,NO,,NOT FUNDED,Approval Threshold,,,,,3171,15000,,,,,,,,
Fund9,"Dapps, Products & Integrations",littlefish - Shaping Action,5,733,96484517,135325367,-38840850,NO,,NOT FUNDED,Approval Threshold,,,,,3171,98667,,,,,,,,
Fund9,"Dapps, Products & Integrations",Market making bots on Cardano,3.94,320,45361265,84622532,-39261267,NO,,NOT FUNDED,Approval Threshold,,,,,3171,44250,,,,,,,,
Fund9,"Dapps, Products & Integrations",Job board cardajobs,2.82,145,1820173,41222890,-39402717,NO,,NOT FUNDED,Approval Threshold,,,,,3171,87018,,,,,,,,
Fund9,"Dapps, Products & Integrations",C4S-Cardano4Seniors Incubator,3.41,178,2582496,42764834,-40182338,NO,,NOT FUNDED,Approval Threshold,,,,,3171,225000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Native Token Incentivize Onboarding,3,186,1110648,41512083,-40401435,NO,,NOT FUNDED,Approval Threshold,,,,,3171,39000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Coaching for Catalyst Members,2.94,187,1501376,42117366,-40615990,NO,,NOT FUNDED,Approval Threshold,,,,,3171,36000,,,,,,,,
Fund9,"Dapps, Products & Integrations",InnovatioFounder KYC & AML Process,4.83,424,55576726,96287799,-40711073,NO,,NOT FUNDED,Approval Threshold,,,,,3171,60000,,,,,,,,
Fund9,"Dapps, Products & Integrations",NFT Portfolio & Tax reporting tool,2.39,184,2026000,44574292,-42548292,NO,,NOT FUNDED,Approval Threshold,,,,,3171,80000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Community validation Dapp,4.93,502,71333151,114247034,-42913883,NO,,NOT FUNDED,Approval Threshold,,,,,3171,74000,,,,,,,,
Fund9,"Dapps, Products & Integrations",DeFi and NFT dashboard for Cardano,4.8,441,66182402,109666573,-43484171,NO,,NOT FUNDED,Approval Threshold,,,,,3171,88090,,,,,,,,
Fund9,"Dapps, Products & Integrations",Well-being in Web3,3.08,145,1049105,44825309,-43776204,NO,,NOT FUNDED,Approval Threshold,,,,,3171,94000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano Beam - GPS based Assets,4.78,364,61752633,107037078,-45284445,NO,,NOT FUNDED,Approval Threshold,,,,,3171,155918,,,,,,,,
Fund9,"Dapps, Products & Integrations",Koios - Side-chain & Chain Analysis,4.2,243,48101130,94238251,-46137121,NO,,NOT FUNDED,Approval Threshold,,,,,3171,138000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Dashar Move To Earn On Cardano,2.04,165,968752,47172863,-46204111,NO,,NOT FUNDED,Approval Threshold,,,,,3171,35000,,,,,,,,
Fund9,"Dapps, Products & Integrations",CNFT CON KickOff Party,2.71,192,1109548,47953880,-46844332,NO,,NOT FUNDED,Approval Threshold,,,,,3171,180000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Help2HEALTH ramping Up to 2B People,4.88,431,66224281,114446896,-48222615,NO,,NOT FUNDED,Approval Threshold,,,,,3171,93440,,,,,,,,
Fund9,"Dapps, Products & Integrations",Prediction markets on Cardano,4.51,202,38435991,86918678,-48482687,NO,,NOT FUNDED,Approval Threshold,,,,,3171,69000,,,,,,,,
Fund9,"Dapps, Products & Integrations",SDG Impact-Investment Token,5,527,77000050,126379439,-49379389,NO,,NOT FUNDED,Approval Threshold,,,,,3171,88600,,,,,,,,
Fund9,"Dapps, Products & Integrations",Multisig wallet with fiat on-ramp,4.33,293,49296380,98696770,-49400390,NO,,NOT FUNDED,Approval Threshold,,,,,3171,365000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Token Gating on Cardano with CNFTs,4.83,351,45649599,95107284,-49457685,NO,,NOT FUNDED,Approval Threshold,,,,,3171,50150,,,,,,,,
Fund9,"Dapps, Products & Integrations",CH2O Africa - ADA NFT Charity 🌎,4.08,224,15184963,65079814,-49894851,NO,,NOT FUNDED,Approval Threshold,,,,,3171,509395,,,,,,,,
Fund9,"Dapps, Products & Integrations",There's no We without Me,4.8,384,69987205,120123721,-50136516,NO,,NOT FUNDED,Approval Threshold,,,,,3171,223749,,,,,,,,
Fund9,"Dapps, Products & Integrations",CARDANO TV (24hs Live) Corporate TV,4.8,410,59728697,110922298,-51193601,NO,,NOT FUNDED,Approval Threshold,,,,,3171,49600,,,,,,,,
Fund9,"Dapps, Products & Integrations",AdaQuest DCrawler Vertical Slice,4.8,390,60679579,112319432,-51639853,NO,,NOT FUNDED,Approval Threshold,,,,,3171,164000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Tokenizing Income Share - PoC,4.61,287,63530854,115382810,-51851956,NO,,NOT FUNDED,Approval Threshold,,,,,3171,268814,,,,,,,,
Fund9,"Dapps, Products & Integrations",TosiDrop dApp and Audit,4.61,589,57334720,109273021,-51938301,NO,,NOT FUNDED,Approval Threshold,,,,,3171,100000,,,,,,,,
Fund9,"Dapps, Products & Integrations",SaaS3:Permissionless Oracle Network,4.43,261,45493237,97545362,-52052125,NO,,NOT FUNDED,Approval Threshold,,,,,3171,220000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cannabis & Hemp Grading App,4.86,509,50284866,102816565,-52531699,NO,,NOT FUNDED,Approval Threshold,,,,,3171,110000,,,,,,,,
Fund9,"Dapps, Products & Integrations",V2target-Dual target for ADA holder,4.96,557,73836041,126825078,-52989037,NO,,NOT FUNDED,Approval Threshold,,,,,3171,67375,,,,,,,,
Fund9,"Dapps, Products & Integrations",Trybbles NFT AR Pets Development,5,528,70102059,123846637,-53744578,NO,,NOT FUNDED,Approval Threshold,,,,,3171,86860,,,,,,,,
Fund9,"Dapps, Products & Integrations",Urban Farmer dApp Phase II,4.73,348,55221239,109104246,-53883007,NO,,NOT FUNDED,Approval Threshold,,,,,3171,175000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Open Source NFT Analytics Platform,4.73,265,48779241,103835970,-55056729,NO,,NOT FUNDED,Approval Threshold,,,,,3171,36800,,,,,,,,
Fund9,"Dapps, Products & Integrations",Aedou - the Language Learning Game,4.87,432,49038383,104216044,-55177661,NO,,NOT FUNDED,Approval Threshold,,,,,3171,104000,,,,,,,,
Fund9,"Dapps, Products & Integrations",NFT Swap Infrastructure Templates 2,4.86,366,42742673,98643751,-55901078,NO,,NOT FUNDED,Approval Threshold,,,,,3171,49098,,,,,,,,
Fund9,"Dapps, Products & Integrations",Build a Court System Oracle,4.62,295,50914970,107211161,-56296191,NO,,NOT FUNDED,Approval Threshold,,,,,3171,198200,,,,,,,,
Fund9,"Dapps, Products & Integrations",APIs for Private Applications,4.33,186,28435505,85342483,-56906978,NO,,NOT FUNDED,Approval Threshold,,,,,3171,54000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano Rent DApp,4.79,422,52774875,109722614,-56947739,NO,,NOT FUNDED,Approval Threshold,,,,,3171,66570,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano Nodes as a Service,4.33,225,33595290,91347574,-57752284,NO,,NOT FUNDED,Approval Threshold,,,,,3171,59989,,,,,,,,
Fund9,"Dapps, Products & Integrations",P2P Marketmaker Money Transfer,4.44,223,31689827,90127344,-58437517,NO,,NOT FUNDED,Approval Threshold,,,,,3171,65000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Community Endorsement formalized,4.38,205,39834651,98303393,-58468742,NO,,NOT FUNDED,Approval Threshold,,,,,3171,251200,,,,,,,,
Fund9,"Dapps, Products & Integrations",Ledger Developer Onboarding Course,4.33,287,30589703,89164851,-58575148,NO,,NOT FUNDED,Approval Threshold,,,,,3171,43000,,,,,,,,
Fund9,"Dapps, Products & Integrations",NFT Farming on Cardano with Tangent,4.38,214,31247009,90063001,-58815992,NO,,NOT FUNDED,Approval Threshold,,,,,3171,74000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Sequestering farming CO2 dApp,4.74,302,43950442,104190635,-60240193,NO,,NOT FUNDED,Approval Threshold,,,,,3171,33400,,,,,,,,
Fund9,"Dapps, Products & Integrations",Decentralizing Telco for Cardano,4.83,383,45151892,105590464,-60438572,NO,,NOT FUNDED,Approval Threshold,,,,,3171,35500,,,,,,,,
Fund9,"Dapps, Products & Integrations",CIP - Education Financing,4.33,209,35406418,96089199,-60682781,NO,,NOT FUNDED,Approval Threshold,,,,,3171,154400,,,,,,,,
Fund9,"Dapps, Products & Integrations",Building Profitable Cardano Hubs,4.62,273,40201658,100948326,-60746668,NO,,NOT FUNDED,Approval Threshold,,,,,3171,45299,,,,,,,,
Fund9,"Dapps, Products & Integrations",Tangent - Redeemable NFTs Launchpad,4.47,204,31009181,92328853,-61319672,NO,,NOT FUNDED,Approval Threshold,,,,,3171,69500,,,,,,,,
Fund9,"Dapps, Products & Integrations",Launch Social Design Academy [SDA],4.83,318,36595326,97924570,-61329244,NO,,NOT FUNDED,Approval Threshold,,,,,3171,48400,,,,,,,,
Fund9,"Dapps, Products & Integrations",Cardano loyalty systems for Dapps,4.8,330,50218289,111762602,-61544313,NO,,NOT FUNDED,Approval Threshold,,,,,3171,63000,,,,,,,,
Fund9,"Dapps, Products & Integrations",W3:RIDE : The future of cycling,4.38,215,31573390,93215765,-61642375,NO,,NOT FUNDED,Approval Threshold,,,,,3171,84000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Trust-less non-custodial L2 NFT DEX,4.67,279,55568170,118331808,-62763638,NO,,NOT FUNDED,Approval Threshold,,,,,3171,264600,,,,,,,,
Fund9,"Dapps, Products & Integrations",Dandelion: Decentralized Web3 APIs,4.61,322,41666622,105084630,-63418008,NO,,NOT FUNDED,Approval Threshold,,,,,3171,90000,,,,,,,,
Fund9,"Dapps, Products & Integrations",IoT/M2M Oracle Platform Development,2.67,178,12972360,76474456,-63502096,NO,,NOT FUNDED,Approval Threshold,,,,,3171,70000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Wada Product Integrations,4.55,243,43555565,107538355,-63982790,NO,,NOT FUNDED,Approval Threshold,,,,,3171,128000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Anonymity & data control w ZEKE (3),4.71,282,42463266,106821032,-64357766,NO,,NOT FUNDED,Approval Threshold,,,,,3171,110000,,,,,,,,
Fund9,"Dapps, Products & Integrations",Scaling ArtSuite NFT4Good Platform,4.38,250,41783619,107743445,-65959826,NO,,NOT FUNDED,Approval Threshold,,,,,3171,258900,,,,,,,,
Fund9,"Dapps, Products & Integrations",Rythmeet:P2P music network platform,4.78,331,43587978,109572828,-65984850,NO,,NOT FUNDED,Approval Threshold,,,,,3171,73000,,,,,,,,
