Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Category,Ccy,proposal_id,URL,No. Assessments,# valid reviews,"# allocated
(out of valid)",% of valid,"% of allocated
(out of valid)","Impact
score","Feasibility
score","Value for money
score"
Fund11,Sundae Labs Next-Gen UPLC Debugger with Aiken Integration,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/sundae-labs-next-gen-uplc-debugger-with-aiken-integration,3.76,769,209336967,17413979,0,209336967,YES,140000,FUNDED,9564233,,Cardano Open Developers,ADA,113759,https://app.ideascaleapp.eu/t/UCNZfj4,48,36,33,75.00%,91.67%,4.28,3.45,3.55
Fund11,Supply Chain Tracking & Storage Monitoring System,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/supply-chain-tracking-and-storage-monitoring-system,4.04,396,83658485,15085864,0,83658485,YES,95000,FUNDED,5321454,,Cardano Use Cases Concept,ADA,113295,https://app.ideascaleapp.eu/t/UCNZfcS,59,30,25,50.85%,83.33%,4.18,3.92,4.02
Fund11,Supporting Cardano Ecosystem with an AI and Data Perspective (R&D effort),Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/supporting-cardano-ecosystem-with-an-ai-and-data-perspective-randd-effort,3.25,304,34016322,26609719,0,34016322,NO,25000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,114328,https://app.ideascaleapp.eu/t/UCNZftO,45,30,28,66.67%,93.33%,3.26,3.37,3.11
Fund11,Sustain & Maintain MeshJS,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/sustain-and-maintain-meshjs,4.14,409,102517529,16163455,0,102517529,YES,150000,FUNDED,5661724,,Cardano Open Developers,ADA,113213,https://app.ideascaleapp.eu/t/UCNZfa7,51,35,33,68.63%,94.29%,4.29,4.02,4.1
Fund11,Sustainability for Crypto: funding ESG,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/sustainability-for-crypto-funding-esg,2.52,280,18649409,23226264,0,18649409,NO,70000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,114362,https://app.ideascaleapp.eu/t/UCNZftx,50,35,30,70.00%,85.71%,2.85,2.43,2.27
Fund11,Sustaining the Impact of the Cardano Ghana Community,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/sustaining-the-impact-of-the-cardano-ghana-community,4.09,231,34220229,13240337,0,34220229,NO,50000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112090,https://app.ideascaleapp.eu/t/UCNZfHi,60,47,30,78.33%,63.83%,4.25,4.1,3.93
Fund11,Swap NFTs for Initial Token Distributions,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/swap-nfts-for-initial-token-distributions,3.84,338,28087847,25193772,0,28087847,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,114198,https://app.ideascaleapp.eu/t/UCNZfrG,50,37,34,74.00%,91.89%,4.03,3.89,3.61
Fund11,SWARM Treasury PBL,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/swarm-treasury-pbl,3.24,226,22901976,18127726,0,22901976,NO,70000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,114433,https://app.ideascaleapp.eu/t/UCNZfu7,48,37,34,77.08%,91.89%,3.31,3.36,3.04
Fund11,Sync.Land | Metaverse & Video Game Music Licensing (Awen),Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/syncland-or-metaverse-and-video-game-music-licensing-awen,4.15,354,68929480,19204322,0,68929480,YES,100000,FUNDED,4156954,,Cardano Use Cases Concept,ADA,113792,https://app.ideascaleapp.eu/t/UCNZfkc,51,34,31,66.67%,91.18%,4.31,4.2,3.95
Fund11,Tamper-proof Certificate System,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/tamper-proof-certificate-system-d6c8b,4.01,348,71510325,9884505,0,71510325,YES,65000,FUNDED,4656954,,Cardano Use Cases Concept,ADA,112999,https://app.ideascaleapp.eu/t/UCNZfWc,75,50,36,66.67%,72.00%,4.14,4.21,3.67
Fund11,TangoCrypto: Open Source Cardano API and Webhooks,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/tangocrypto-open-source-cardano-api-and-webhooks,4.29,328,90171695,16268481,0,90171695,YES,175000,FUNDED,4763799,,Cardano Open Developers,ADA,110471,https://app.ideascaleapp.eu/t/UCNZerA,62,44,33,70.97%,75.00%,4.25,4.28,4.35
Fund11,TangoCrypto: Open Source Minting Platform for FTs and NFTs - With Payment Gateway and Wallet integration,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/tangocrypto-open-source-minting-platform-for-fts-and-nfts-with-payment-gateway-and-wallet-integration,4.05,291,45269656,19744648,0,45269656,NO,425000,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,110477,https://app.ideascaleapp.eu/t/UCNZerG,81,62,44,76.54%,70.97%,4.2,4.21,3.74
Fund11,Tekmirio NFT Staking 2.0,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/tekmirio-nft-staking-20,3.78,303,29789424,22073437,0,29789424,NO,175000,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,110306,https://app.ideascaleapp.eu/t/UCNZeoS,78,56,37,71.79%,66.07%,3.93,3.88,3.52
Fund11,Tertiary Blockchain Education and Onboarding,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/tertiary-blockchain-education-and-onboarding,3.94,187,17913562,13896994,0,17913562,NO,33050,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112268,https://app.ideascaleapp.eu/t/UCNZfKd,49,37,35,75.51%,94.59%,4.03,4.05,3.73
Fund11,TEuro: A Transparent Stablecoin for Social Good,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/teuro-a-transparent-stablecoin-for-social-good,4.03,339,37561230,12472772,0,37561230,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,114516,https://app.ideascaleapp.eu/t/UCNZfwT,68,49,35,72.06%,71.43%,4.21,3.95,3.94
Fund11,The 1st fantasy webtoon comic on Cardano. One of the best way to attract adopters on-chain.,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/the-1st-fantasy-webtoon-comic-on-cardano-one-of-the-best-way-to-attract-adopters-on-chain,3.74,228,26138350,25152561,0,26138350,NO,198485,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113487,https://app.ideascaleapp.eu/t/UCNZffc,47,33,29,70.21%,87.88%,3.92,3.68,3.61
Fund11,The African Image Archive,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/the-african-image-archive,3.43,300,18077083,28270316,0,18077083,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,112379,https://app.ideascaleapp.eu/t/UCNZfMR,62,47,45,75.81%,95.74%,3.58,3.42,3.28
Fund11,The Aurora Initiative: Character-Centric Web3 Space-Opera Gaming,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/the-aurora-initiative-character-centric-web3-space-opera-gaming,3.7,247,21871180,38959088,0,21871180,NO,300000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,112107,https://app.ideascaleapp.eu/t/UCNZfHz,48,38,35,79.17%,92.11%,3.82,3.86,3.43
Fund11,The Cardano Column on +Web3 Radio Show,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/the-cardano-column-on-web3-radio-show-e81e5,4.17,248,27050833,12697856,0,27050833,NO,95269,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113728,https://app.ideascaleapp.eu/t/UCNZfjY,52,37,28,71.15%,75.68%,4.16,4.21,4.15
Fund11,The Cardano Health Innovation Ecosystem: Revolutionizing drug development through Transparency and Collaboration,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/the-cardano-health-innovation-ecosystem-revolutionizing-drug-development-through-transparency-and-collaboration,3.57,361,43804176,19241810,0,43804176,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,110695,https://app.ideascaleapp.eu/t/UCNZeuq,72,51,39,70.83%,76.47%,3.84,3.39,3.47
Fund11,"The Cardano Training Campus: Raising awareness through education, and impacting innovative minds",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/the-cardano-training-campus-raising-awareness-through-education-and-impacting-innovative-minds,3.61,196,29742611,13332171,0,29742611,NO,104000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,114577,https://app.ideascaleapp.eu/t/UCNZfxT,79,64,37,81.01%,57.81%,3.91,3.52,3.39
Fund11,The DAO of Cardano: a practical guide,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/the-dao-of-cardano-a-practical-guide,4.12,232,113807374,12191803,0,113807374,YES,148150,FUNDED,8590787,,Cardano Open Ecosystem,ADA,113450,https://app.ideascaleapp.eu/t/UCNZfe0,64,44,39,68.75%,88.64%,4.27,4.1,4
Fund11,The decentralized e-commerce platform utilizes Smart Contracts on Cardano to address current e-commerce challenges without the need for third-party intermediaries,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/the-decentralized-e-commerce-platform-utilizes-smart-contracts-on-cardano-to-address-current-e-commerce-challenges-without-the-need-for-third-party-intermediaries,3.9,383,77408274,11749941,0,77408274,YES,87500,FUNDED,5233954,,Cardano Use Cases Concept,ADA,113059,https://app.ideascaleapp.eu/t/UCNZfXb,49,35,31,71.43%,88.57%,3.97,4.05,3.69
Fund11,The GOMA Wada Hub onboarding Students program,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/the-goma-wada-hub-onboarding-students-program-b908c,3.89,202,21703633,11598854,0,21703633,NO,38800,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,110506,https://app.ideascaleapp.eu/t/UCNZerk,60,38,28,63.33%,73.68%,4.14,3.87,3.66
Fund11,"""The Great Beyond"" Podcast - Season 2 | Expanding Horizons",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/the-great-beyond-podcast-season-2-or-expanding-horizons,4.04,226,30243700,12515047,0,30243700,NO,72000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,110953,https://app.ideascaleapp.eu/t/UCNZey4,67,43,37,64.18%,86.05%,4.15,4.01,3.97
Fund11,The Mission - Art Gallery and Auction House,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/the-mission-art-gallery-and-auction-house,3.64,195,17640794,23552350,0,17640794,NO,100000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112557,https://app.ideascaleapp.eu/t/UCNZfPM,44,27,27,61.36%,100.00%,3.85,3.59,3.48
Fund11,"The Ultimate Cardano Assets Data Portal: Clean Data, Backtesting & Price Models for Native Tokens",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/the-ultimate-cardano-assets-data-portal-clean-data-backtesting-and-price-models-for-native-tokens,4.18,389,99381288,13966164,0,99381288,YES,84500,FUNDED,5948645,,Cardano Use Cases Concept,ADA,114247,https://app.ideascaleapp.eu/t/UCNZfr4,56,36,30,64.29%,83.33%,4.27,4.2,4.06
Fund11,The Universal Encyclopedia of Cardano - ALDEA WIKI Phase 2.0 (English - Portuguese - Spanish),Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/the-universal-encyclopedia-of-cardano-aldea-wiki-phase-20-english-portuguese-spanish-e0dec,4.23,259,30884281,14937482,0,30884281,NO,60077,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,111312,https://app.ideascaleapp.eu/t/UCNZe4x,61,41,28,67.21%,68.29%,4.35,4.2,4.15
Fund11,Threshold Signatures for Cardano Wallets,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/threshold-signatures-for-cardano-wallets-88d10,4.39,421,131714044,14354718,0,131714044,YES,75000,FUNDED,6567938,,Cardano Open Developers,ADA,111478,https://app.ideascaleapp.eu/t/UCNZe7g,72,50,29,69.44%,58.00%,4.42,4.45,4.29
Fund11,Tikit.Live | Ticketing Smart Contract & Platform (Awen),Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/tikitlive-or-ticketing-smart-contract-and-platform-awen,3.56,303,38362053,10825232,0,38362053,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113809,https://app.ideascaleapp.eu/t/UCNZfkt,43,26,26,60.47%,100.00%,3.65,3.46,3.58
Fund11,"""Together Learning Haskell/Plutus in native language"" Club",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/together-learning-haskellplutus-in-native-language-club,4.31,337,49831351,7516521,0,49831351,YES,33000,FUNDED,3002702,,Cardano Open Ecosystem,ADA,111516,https://app.ideascaleapp.eu/t/UCNZe8I,67,51,42,76.12%,82.35%,4.49,4.31,4.12
Fund11,Token Allies the First Decentralized VC in Cardano - 2nd phase,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/token-allies-the-first-decentralized-vc-in-cardano-2nd-phase-bc4aa,4.16,347,35429597,28935470,0,35429597,NO,230000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,113780,https://app.ideascaleapp.eu/t/UCNZfkP,41,28,26,68.29%,92.86%,4.12,4.38,3.97
Fund11,Token Engineering on Cardano: Modelling & simulation of token economic systems,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/token-engineering-on-cardano-modelling-and-simulation-of-token-economic-systems,3.78,249,22225846,17919386,0,22225846,NO,170193,NOT FUNDED,8153,Approval Threshold,Cardano Open Developers,ADA,114457,https://app.ideascaleapp.eu/t/UCNZfvV,53,37,34,69.81%,91.89%,4.02,3.79,3.53
Fund11,Token Engineering on Cardano: Step-by-step tutorials to design economic mechanisms,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/token-engineering-on-cardano-step-by-step-tutorials-to-design-economic-mechanisms-8a3df,4.05,232,53700573,9335653,0,53700573,YES,97393,FUNDED,3234127,,Cardano Open Ecosystem,ADA,114394,https://app.ideascaleapp.eu/t/UCNZfuT,60,43,41,71.67%,95.35%,4.16,4.06,3.92
Fund11,Token Launchpad for Cardano,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/token-launchpad-for-cardano,3.91,317,51856074,18602649,0,51856074,YES,124020,NOT FUNDED,31676,Over Budget,Cardano Use Cases Solution,ADA,114103,https://app.ideascaleapp.eu/t/UCNZfpi,47,35,34,74.47%,97.14%,3.98,3.96,3.79
Fund11,Token2049 Dubai 2024 Cardano Event with Media & Marketing - Powered by Rare Network / Rare Evo,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/token2049-dubai-2024-cardano-event-with-media-and-marketing-powered-by-rare-network-rare-evo,3.8,296,106736324,22428968,0,106736324,YES,120000,FUNDED,8140787,,Cardano Open Ecosystem,ADA,112923,https://app.ideascaleapp.eu/t/UCNZfVM,56,43,41,76.79%,95.35%,3.94,4,3.45
Fund11,Tokenization Approach for Accessible Medical Services in Rural Communities using Blockchain,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/tokenization-approach-for-accessible-medical-services-in-rural-communities-using-blockchain,3.4,304,30196477,12004961,0,30196477,NO,54649,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,111566,https://app.ideascaleapp.eu/t/UCNZe87,49,34,32,69.39%,94.12%,3.73,3.08,3.4
Fund11,Tokenization of DTETI's Assets: Enhancing Transparency and Efficiency through Cardano Blockchain,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/tokenization-of-dtetis-assets-enhancing-transparency-and-efficiency-through-cardano-blockchain,3.08,255,19144447,19437732,0,19144447,NO,20000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,114423,https://app.ideascaleapp.eu/t/UCNZfux,50,34,33,68.00%,97.06%,3.63,2.75,2.87
Fund11,Truly Decentralized Large Language Model with Cardano SPOs,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/truly-decentralized-large-language-model-with-cardano-spos,3.87,326,29512638,19594396,0,29512638,NO,75000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113503,https://app.ideascaleapp.eu/t/UCNZffs,47,33,33,70.21%,100.00%,4.12,3.82,3.67
Fund11,Uber for Tutoring - Decentralised Tutor's Marketplace (DirectEd),Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/uber-for-tutoring-decentralised-tutors-marketplace-directed,4.11,352,44846492,17531776,0,44846492,NO,35000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,112795,https://app.ideascaleapp.eu/t/UCNZfTG,36,24,24,66.67%,100.00%,4.17,4.13,4.04
Fund11,Ucheckin - Flight booking/Hotel Reservation System with ada as mode of payment,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/ucheckin-flight-bookinghotel-reservation-system-with-ada-as-mode-of-payment,2.83,336,29814958,15766017,0,29814958,NO,80000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113747,https://app.ideascaleapp.eu/t/UCNZfjs,54,36,33,66.67%,91.67%,3.45,2.44,2.6
Fund11,Unbox: Enabling Rust-based Cardano dApps,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/unbox-enabling-rust-based-cardano-dapps,4.14,371,73373198,14874752,0,73373198,YES,194654,FUNDED,2850896,,Cardano Open Developers,ADA,113966,https://app.ideascaleapp.eu/t/UCNZfnS,49,31,31,63.27%,100.00%,4.42,4.03,3.97
Fund11,Universal DevTools for Real-time Tracking for 45%+ of Global Websites Support,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/universal-devtools-for-real-time-tracking-for-45percent-of-global-websites-support,4.29,305,65277557,18833854,0,65277557,YES,75000,FUNDED,2021641,,Cardano Open Developers,ADA,111641,https://app.ideascaleapp.eu/t/UCNZfAL,55,40,30,72.73%,75.00%,4.33,4.35,4.19
Fund11,Universal Liquidity Composition and MEV resistance framework for DeFi,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/universal-liquidity-composition-and-mev-resistance-framework-for-defi,4.12,482,127172411,19024684,0,127172411,YES,300000,FUNDED,1482529,,Cardano Use Cases Solution,ADA,112855,https://app.ideascaleapp.eu/t/UCNZfUF,54,38,35,70.37%,92.11%,4.09,4.25,4.02
Fund11,University Students Collective for Cardano,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/university-students-collective-for-cardano,4.11,243,28727930,13808185,0,28727930,NO,39000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112763,https://app.ideascaleapp.eu/t/UCNZfSk,66,46,45,69.70%,97.83%,4.13,4.06,4.13
Fund11,Unleashing Cardano's Gaming Revolution for Mass Adoption and Blockchain-Powered Entertainment with Wildsnake Studios and FGL,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/unleashing-cardanos-gaming-revolution-for-mass-adoption-and-blockchain-powered-entertainment-with-wildsnake-studios-and-fgl,3.78,299,22954508,27043000,0,22954508,NO,230000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,113913,https://app.ideascaleapp.eu/t/UCNZfmb,55,43,41,78.18%,95.35%,3.92,3.7,3.73
Fund11,Update Protocol Parameter Agora Effect,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/update-protocol-parameter-agora-effect,4.02,282,41851332,16109269,0,41851332,NO,83750,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,113317,https://app.ideascaleapp.eu/t/UCNZfcp,48,36,34,75.00%,94.44%,4,4.24,3.81
